accident_id,city,state,latitude,longitude,accident_datetime,date,time,hour,day_of_week,month,year,severity,severity_label,vehicle_type,road_type,weather,casualties,fatalities,injured
ACC_004405,Mumbai,Maharashtra,18.997316,72.960192,2020-11-07 22:58:00,2020-11-07,22:58:00,22,5,11,2020,2,Serious,Truck,Rural Road,Clear,3,0,5
ACC_004406,Ahmedabad,Gujarat,23.068229,72.519636,2020-08-02 18:49:59,2020-08-02,18:49:59,18,6,8,2020,1,Minor,Motorcycle,Rural Road,Clear,0,0,1
ACC_004407,Hyderabad,Telangana,17.419867,78.556,2021-10-06 21:34:04,2021-10-06,21:34:04,21,2,10,2021,2,Serious,Motorcycle,Rural Road,Rain,0,0,2
ACC_004408,Chennai,Tamil Nadu,13.076091,80.358624,2022-04-07 22:14:33,2022-04-07,22:14:33,22,3,4,2022,2,Serious,Car,Rural Road,Clear,1,0,2
ACC_004409,Kolkata,West Bengal,22.602649,88.392625,2021-04-18 20:06:40,2021-04-18,20:06:40,20,6,4,2021,2,Serious,Motorcycle,City Road,Clear,1,0,2
ACC_004410,Pune,Maharashtra,18.543609,73.882015,2023-12-30 20:59:02,2023-12-30,20:59:02,20,5,12,2023,1,Minor,Motorcycle,Rural Road,Rain,1,0,1
ACC_004411,Kolkata,West Bengal,22.64184,88.335164,2021-05-26 16:04:09,2021-05-26,16:04:09,16,2,5,2021,1,Minor,Motorcycle,Highway,Fog,1,0,0
ACC_004412,Mumbai,Maharashtra,19.111543,72.843681,2021-04-07 12:45:05,2021-04-07,12:45:05,12,2,4,2021,1,Minor,Motorcycle,City Road,Clear,0,0,0
ACC_004413,Surat,Gujarat,21.233121,72.902333,2023-03-19 03:13:15,2023-03-19,03:13:15,3,6,3,2023,2,Serious,Car,City Road,Clear,3,0,1
ACC_004414,Jaipur,Rajasthan,26.914342,75.76243,2021-01-27 08:33:46,2021-01-27,08:33:46,8,2,1,2021,2,Serious,Motorcycle,Rural Road,Clear,2,0,2
ACC_004415,Ahmedabad,Gujarat,23.041174,72.59066,2022-01-30 16:56:46,2022-01-30,16:56:46,16,6,1,2022,2,Serious,Motorcycle,City Road,Clear,3,0,2
ACC_004416,Delhi,Delhi,28.761504,77.159161,2022-09-11 19:00:02,2022-09-11,19:00:02,19,6,9,2022,2,Serious,Motorcycle,City Road,Clear,2,0,3
ACC_004417,Pune,Maharashtra,18.495233,73.894348,2020-10-16 08:40:10,2020-10-16,08:40:10,8,4,10,2020,1,Minor,Motorcycle,Rural Road,Rain,1,0,1
ACC_004418,Ahmedabad,Gujarat,22.97976,72.544497,2021-03-09 11:16:31,2021-03-09,11:16:31,11,1,3,2021,1,Minor,Motorcycle,City Road,Clear,1,0,1
ACC_004419,Kolkata,West Bengal,22.474671,88.447973,2023-04-04 11:17:38,2023-04-04,11:17:38,11,1,4,2023,1,Minor,Car,Rural Road,Night,0,0,3
ACC_004420,Ahmedabad,Gujarat,23.055541,72.597566,2022-06-22 10:15:28,2022-06-22,10:15:28,10,2,6,2022,2,Serious,Motorcycle,City Road,Clear,1,1,4
ACC_004421,Hyderabad,Telangana,17.432123,78.486471,2021-12-24 15:02:50,2021-12-24,15:02:50,15,4,12,2021,1,Minor,Motorcycle,City Road,Clear,1,0,0
ACC_004422,Bangalore,Karnataka,13.016562,77.500547,2021-07-19 19:32:23,2021-07-19,19:32:23,19,0,7,2021,2,Serious,Truck,Highway,Clear,1,0,0
ACC_004423,Jaipur,Rajasthan,26.884853,75.837445,2022-01-10 16:05:28,2022-01-10,16:05:28,16,0,1,2022,1,Minor,Auto-rickshaw,Rural Road,Clear,0,1,0
ACC_004424,Hyderabad,Telangana,17.288603,78.499412,2020-04-03 12:36:48,2020-04-03,12:36:48,12,4,4,2020,1,Minor,Motorcycle,City Road,Fog,1,1,0
ACC_004425,Pune,Maharashtra,18.476422,73.947751,2022-08-16 00:54:06,2022-08-16,00:54:06,0,1,8,2022,2,Serious,Motorcycle,Highway,Clear,1,0,2
ACC_004426,Jaipur,Rajasthan,26.880975,75.719404,2021-07-10 19:12:50,2021-07-10,19:12:50,19,5,7,2021,1,Minor,Motorcycle,Rural Road,Rain,0,0,3
ACC_004427,Jaipur,Rajasthan,26.880584,75.692241,2020-03-27 11:16:07,2020-03-27,11:16:07,11,4,3,2020,1,Minor,Car,Rural Road,Clear,1,0,0
ACC_004428,Chennai,Tamil Nadu,13.048829,80.210269,2020-01-27 10:42:02,2020-01-27,10:42:02,10,0,1,2020,1,Minor,Motorcycle,Highway,Rain,0,0,0
ACC_004429,Ahmedabad,Gujarat,23.103841,72.560474,2021-04-13 18:55:55,2021-04-13,18:55:55,18,1,4,2021,1,Minor,Car,Highway,Fog,5,1,0
ACC_004430,Pune,Maharashtra,18.454028,73.92602,2022-09-01 08:11:36,2022-09-01,08:11:36,8,3,9,2022,2,Serious,Auto-rickshaw,City Road,Clear,2,0,4
ACC_004431,Hyderabad,Telangana,17.457386,78.459297,2021-02-24 20:48:37,2021-02-24,20:48:37,20,2,2,2021,2,Serious,Car,City Road,Clear,3,0,1
ACC_004432,Pune,Maharashtra,18.57683,73.88756,2023-08-28 17:09:34,2023-08-28,17:09:34,17,0,8,2023,1,Minor,Motorcycle,Highway,Clear,1,0,1
ACC_004433,Surat,Gujarat,21.126906,72.753399,2022-03-10 17:38:08,2022-03-10,17:38:08,17,3,3,2022,1,Minor,Car,City Road,Clear,1,0,2
ACC_004434,Pune,Maharashtra,18.6148,73.867396,2021-08-12 21:29:11,2021-08-12,21:29:11,21,3,8,2021,1,Minor,Motorcycle,City Road,Clear,0,0,1
ACC_004435,Ahmedabad,Gujarat,22.988702,72.529147,2020-05-20 16:40:09,2020-05-20,16:40:09,16,2,5,2020,2,Serious,Car,Residential,Clear,2,0,0
ACC_004436,Chennai,Tamil Nadu,13.138476,80.328738,2020-09-22 17:49:22,2020-09-22,17:49:22,17,1,9,2020,1,Minor,Motorcycle,City Road,Clear,1,0,0
ACC_004437,Surat,Gujarat,21.233079,72.91482,2022-09-22 13:04:57,2022-09-22,13:04:57,13,3,9,2022,1,Minor,Motorcycle,City Road,Clear,2,0,2
ACC_004438,Hyderabad,Telangana,17.448309,78.429218,2020-03-05 14:46:46,2020-03-05,14:46:46,14,3,3,2020,2,Serious,Bus,Highway,Clear,1,0,2
ACC_004439,Surat,Gujarat,21.085017,72.885356,2021-10-17 06:39:23,2021-10-17,06:39:23,6,6,10,2021,1,Minor,Motorcycle,City Road,Clear,3,0,1
ACC_004440,Ahmedabad,Gujarat,22.953223,72.611654,2023-02-21 13:06:05,2023-02-21,13:06:05,13,1,2,2023,1,Minor,Car,City Road,Clear,0,0,1
ACC_004441,Surat,Gujarat,21.220524,72.906216,2020-12-08 23:13:29,2020-12-08,23:13:29,23,1,12,2020,1,Minor,Motorcycle,Highway,Clear,3,0,1
ACC_004442,Surat,Gujarat,21.125143,72.915002,2020-04-23 10:35:39,2020-04-23,10:35:39,10,3,4,2020,2,Serious,Car,City Road,Night,3,0,1
ACC_004443,Mumbai,Maharashtra,19.000597,72.837337,2022-02-01 16:21:28,2022-02-01,16:21:28,16,1,2,2022,1,Minor,Motorcycle,Rural Road,Clear,2,1,1
ACC_004444,Mumbai,Maharashtra,19.047604,72.863867,2022-01-12 11:45:47,2022-01-12,11:45:47,11,2,1,2022,3,Fatal,Car,City Road,Clear,5,1,4
ACC_004445,Pune,Maharashtra,18.457285,73.911561,2023-04-09 10:01:09,2023-04-09,10:01:09,10,6,4,2023,1,Minor,Car,Rural Road,Rain,1,0,0
ACC_004446,Bangalore,Karnataka,12.881035,77.517687,2020-08-25 08:49:02,2020-08-25,08:49:02,8,1,8,2020,2,Serious,Car,Highway,Rain,2,0,1
ACC_004447,Mumbai,Maharashtra,19.030731,72.852255,2022-03-24 19:53:06,2022-03-24,19:53:06,19,3,3,2022,3,Fatal,Car,City Road,Clear,3,1,1
ACC_004448,Delhi,Delhi,28.656775,77.178444,2023-04-21 10:54:27,2023-04-21,10:54:27,10,4,4,2023,1,Minor,Car,Highway,Night,1,0,0
ACC_004449,Pune,Maharashtra,18.471599,73.88064,2023-04-22 17:02:07,2023-04-22,17:02:07,17,5,4,2023,1,Minor,Auto-rickshaw,Rural Road,Clear,0,0,3
ACC_004450,Pune,Maharashtra,18.436277,73.772248,2021-04-19 17:55:01,2021-04-19,17:55:01,17,0,4,2021,1,Minor,Car,Rural Road,Clear,0,0,1
ACC_004451,Hyderabad,Telangana,17.401943,78.565018,2020-08-17 22:37:12,2020-08-17,22:37:12,22,0,8,2020,3,Fatal,Truck,City Road,Rain,6,1,4
ACC_004452,Surat,Gujarat,21.215292,72.737941,2021-10-12 10:51:17,2021-10-12,10:51:17,10,1,10,2021,1,Minor,Motorcycle,City Road,Clear,1,0,1
ACC_004453,Kolkata,West Bengal,22.519063,88.426334,2021-01-30 00:25:00,2021-01-30,00:25:00,0,5,1,2021,2,Serious,Motorcycle,Rural Road,Clear,1,0,1
ACC_004454,Mumbai,Maharashtra,19.10062,72.903812,2022-05-18 17:19:58,2022-05-18,17:19:58,17,2,5,2022,1,Minor,Bus,Highway,Clear,1,0,0
ACC_004455,Hyderabad,Telangana,17.366046,78.413806,2020-02-06 10:44:11,2020-02-06,10:44:11,10,3,2,2020,1,Minor,Bus,Highway,Clear,1,0,2
ACC_004456,Chennai,Tamil Nadu,12.996709,80.241467,2022-12-09 08:09:52,2022-12-09,08:09:52,8,4,12,2022,1,Minor,Car,Residential,Rain,1,0,2
ACC_004457,Mumbai,Maharashtra,19.034052,72.881525,2023-08-10 08:30:37,2023-08-10,08:30:37,8,3,8,2023,1,Minor,Bus,Highway,Rain,1,0,0
ACC_004458,Pune,Maharashtra,18.514061,73.885595,2020-01-26 06:37:44,2020-01-26,06:37:44,6,6,1,2020,2,Serious,Car,Rural Road,Clear,2,0,1
ACC_004459,Kolkata,West Bengal,22.582461,88.380408,2022-01-31 14:05:22,2022-01-31,14:05:22,14,0,1,2022,1,Minor,Truck,Rural Road,Night,1,0,0
ACC_004460,Chennai,Tamil Nadu,13.165215,80.356669,2022-11-27 12:03:18,2022-11-27,12:03:18,12,6,11,2022,1,Minor,Motorcycle,Highway,Clear,1,1,0
ACC_004461,Surat,Gujarat,21.15757,72.871932,2023-12-15 08:32:26,2023-12-15,08:32:26,8,4,12,2023,1,Minor,Bus,Highway,Night,0,0,1
ACC_004462,Bangalore,Karnataka,13.062075,77.685631,2020-07-23 17:11:22,2020-07-23,17:11:22,17,3,7,2020,1,Minor,Bus,Highway,Rain,0,0,1
ACC_004463,Bangalore,Karnataka,13.044373,77.5012,2021-03-07 10:01:14,2021-03-07,10:01:14,10,6,3,2021,1,Minor,Truck,Rural Road,Night,2,0,0
ACC_004464,Surat,Gujarat,21.255233,72.884345,2020-10-01 18:28:18,2020-10-01,18:28:18,18,3,10,2020,1,Minor,Auto-rickshaw,Highway,Clear,0,0,0
ACC_004465,Mumbai,Maharashtra,19.02561,72.967507,2023-09-06 19:59:20,2023-09-06,19:59:20,19,2,9,2023,1,Minor,Motorcycle,City Road,Clear,1,0,0
ACC_004466,Chennai,Tamil Nadu,13.027855,80.344088,2020-10-08 22:55:21,2020-10-08,22:55:21,22,3,10,2020,1,Minor,Bus,City Road,Rain,1,0,2
ACC_004467,Surat,Gujarat,21.242251,72.922578,2020-11-26 04:46:59,2020-11-26,04:46:59,4,3,11,2020,1,Minor,Auto-rickshaw,Highway,Clear,1,0,0
ACC_004468,Delhi,Delhi,28.654906,77.068998,2021-10-16 05:46:43,2021-10-16,05:46:43,5,5,10,2021,2,Serious,Motorcycle,Rural Road,Clear,3,0,2
ACC_004469,Jaipur,Rajasthan,26.892809,75.688365,2020-10-28 18:52:12,2020-10-28,18:52:12,18,2,10,2020,1,Minor,Motorcycle,City Road,Clear,1,0,1
ACC_004470,Bangalore,Karnataka,12.887521,77.692957,2021-08-21 04:48:20,2021-08-21,04:48:20,4,5,8,2021,1,Minor,Car,City Road,Rain,2,0,0
ACC_004471,Hyderabad,Telangana,17.419138,78.413469,2023-07-20 19:05:46,2023-07-20,19:05:46,19,3,7,2023,2,Serious,Car,Rural Road,Clear,1,0,9
ACC_004472,Jaipur,Rajasthan,26.883921,75.828285,2022-08-27 10:30:28,2022-08-27,10:30:28,10,5,8,2022,1,Minor,Car,Rural Road,Clear,0,0,0
ACC_004473,Delhi,Delhi,28.745374,77.067311,2022-05-01 14:46:06,2022-05-01,14:46:06,14,6,5,2022,1,Minor,Motorcycle,City Road,Clear,0,0,1
ACC_004474,Mumbai,Maharashtra,18.981935,72.951203,2021-05-29 07:18:43,2021-05-29,07:18:43,7,5,5,2021,3,Fatal,Car,City Road,Clear,2,1,0
ACC_004475,Jaipur,Rajasthan,26.812941,75.790186,2023-01-10 08:53:57,2023-01-10,08:53:57,8,1,1,2023,1,Minor,Motorcycle,Rural Road,Clear,2,0,2
ACC_004476,Chennai,Tamil Nadu,13.021119,80.335259,2022-01-28 16:49:00,2022-01-28,16:49:00,16,4,1,2022,1,Minor,Motorcycle,City Road,Night,0,0,2
ACC_004477,Chennai,Tamil Nadu,13.103831,80.332742,2020-02-28 10:15:58,2020-02-28,10:15:58,10,4,2,2020,1,Minor,Car,City Road,Fog,2,0,0
ACC_004478,Pune,Maharashtra,18.583545,73.914722,2023-10-31 19:46:52,2023-10-31,19:46:52,19,1,10,2023,1,Minor,Bus,Residential,Clear,0,0,0
ACC_004479,Pune,Maharashtra,18.465008,73.925622,2023-05-24 06:06:22,2023-05-24,06:06:22,6,2,5,2023,1,Minor,Truck,Rural Road,Night,0,0,1
ACC_004480,Chennai,Tamil Nadu,13.020924,80.360869,2020-05-20 13:04:45,2020-05-20,13:04:45,13,2,5,2020,1,Minor,Motorcycle,Rural Road,Clear,2,0,1
ACC_004481,Pune,Maharashtra,18.560817,73.795219,2022-03-23 17:44:01,2022-03-23,17:44:01,17,2,3,2022,1,Minor,Motorcycle,Rural Road,Fog,4,0,0
ACC_004482,Hyderabad,Telangana,17.348954,78.551145,2020-03-15 14:50:50,2020-03-15,14:50:50,14,6,3,2020,2,Serious,Car,City Road,Clear,0,0,1
ACC_004483,Mumbai,Maharashtra,18.993156,72.856721,2021-04-06 15:07:40,2021-04-06,15:07:40,15,1,4,2021,3,Fatal,Car,City Road,Clear,2,1,3
ACC_004484,Pune,Maharashtra,18.467042,73.812889,2023-10-26 21:25:51,2023-10-26,21:25:51,21,3,10,2023,1,Minor,Car,City Road,Clear,1,0,1
ACC_004485,Jaipur,Rajasthan,26.955086,75.734775,2021-02-16 09:03:27,2021-02-16,09:03:27,9,1,2,2021,3,Fatal,Car,City Road,Rain,2,1,4
ACC_004486,Jaipur,Rajasthan,26.828168,75.781589,2020-03-19 05:02:28,2020-03-19,05:02:28,5,3,3,2020,2,Serious,Motorcycle,Residential,Clear,5,0,2
ACC_004487,Kolkata,West Bengal,22.64178,88.459573,2021-10-14 17:19:02,2021-10-14,17:19:02,17,3,10,2021,2,Serious,Bus,Rural Road,Night,2,0,3
ACC_004488,Mumbai,Maharashtra,19.035265,72.869375,2020-04-09 10:48:06,2020-04-09,10:48:06,10,3,4,2020,2,Serious,Car,City Road,Clear,4,0,1
ACC_004489,Jaipur,Rajasthan,26.845212,75.789058,2022-06-27 08:02:21,2022-06-27,08:02:21,8,0,6,2022,1,Minor,Bus,City Road,Rain,1,0,0
ACC_004490,Delhi,Delhi,28.670543,77.070435,2020-03-22 09:17:06,2020-03-22,09:17:06,9,6,3,2020,1,Minor,Bus,City Road,Rain,1,0,1
ACC_004491,Delhi,Delhi,28.726778,77.098598,2022-05-27 10:38:39,2022-05-27,10:38:39,10,4,5,2022,1,Minor,Motorcycle,Rural Road,Fog,0,0,2
ACC_004492,Pune,Maharashtra,18.580591,73.795132,2021-05-13 15:20:48,2021-05-13,15:20:48,15,3,5,2021,2,Serious,Car,Highway,Rain,1,0,3
ACC_004493,Kolkata,West Bengal,22.639469,88.370453,2021-12-30 18:34:06,2021-12-30,18:34:06,18,3,12,2021,2,Serious,Car,City Road,Clear,2,0,1
ACC_004494,Delhi,Delhi,28.803272,77.010556,2020-10-20 10:03:44,2020-10-20,10:03:44,10,1,10,2020,1,Minor,Bus,Highway,Night,3,0,0
ACC_004495,Hyderabad,Telangana,17.384655,78.528642,2020-04-12 20:55:04,2020-04-12,20:55:04,20,6,4,2020,1,Minor,Motorcycle,Rural Road,Clear,1,0,3
ACC_004496,Chennai,Tamil Nadu,13.130484,80.253632,2022-02-10 08:35:04,2022-02-10,08:35:04,8,3,2,2022,2,Serious,Motorcycle,Residential,Clear,0,0,2
ACC_004497,Jaipur,Rajasthan,26.872338,75.706739,2021-01-10 13:47:21,2021-01-10,13:47:21,13,6,1,2021,1,Minor,Motorcycle,City Road,Clear,0,0,0
ACC_004498,Surat,Gujarat,21.110183,72.789268,2021-09-23 18:16:12,2021-09-23,18:16:12,18,3,9,2021,2,Serious,Bicycle,City Road,Clear,3,0,4
ACC_004499,Delhi,Delhi,28.647185,77.062752,2021-07-20 11:49:09,2021-07-20,11:49:09,11,1,7,2021,1,Minor,Motorcycle,Highway,Night,1,0,1
ACC_004500,Ahmedabad,Gujarat,22.950136,72.569597,2020-11-01 17:28:20,2020-11-01,17:28:20,17,6,11,2020,2,Serious,Auto-rickshaw,Rural Road,Fog,1,0,3
ACC_004501,Surat,Gujarat,21.269392,72.790174,2021-01-27 18:00:37,2021-01-27,18:00:37,18,2,1,2021,1,Minor,Bicycle,City Road,Rain,0,0,1
ACC_004502,Bangalore,Karnataka,12.99671,77.546638,2020-04-22 08:26:15,2020-04-22,08:26:15,8,2,4,2020,2,Serious,Car,Highway,Clear,3,1,0
ACC_004503,Kolkata,West Bengal,22.489341,88.310571,2023-04-29 12:32:56,2023-04-29,12:32:56,12,5,4,2023,1,Minor,Bus,Highway,Clear,1,0,0
ACC_004504,Delhi,Delhi,28.613138,77.035947,2023-05-01 11:56:37,2023-05-01,11:56:37,11,0,5,2023,2,Serious,Car,City Road,Fog,2,0,6
ACC_004505,Jaipur,Rajasthan,26.846429,75.738108,2020-02-29 08:38:32,2020-02-29,08:38:32,8,5,2,2020,1,Minor,Motorcycle,Highway,Clear,1,0,4
ACC_004506,Ahmedabad,Gujarat,23.057847,72.550726,2021-02-06 17:40:26,2021-02-06,17:40:26,17,5,2,2021,2,Serious,Bus,Rural Road,Rain,1,0,3
ACC_004507,Bangalore,Karnataka,12.895316,77.590839,2022-03-24 16:23:00,2022-03-24,16:23:00,16,3,3,2022,2,Serious,Motorcycle,City Road,Fog,3,1,2
ACC_004508,Surat,Gujarat,21.084582,72.841593,2020-02-05 07:39:58,2020-02-05,07:39:58,7,2,2,2020,2,Serious,Bus,Highway,Clear,2,0,3
ACC_004509,Kolkata,West Bengal,22.49333,88.428058,2023-06-08 15:47:39,2023-06-08,15:47:39,15,3,6,2023,1,Minor,Motorcycle,City Road,Clear,1,0,0
ACC_004510,Mumbai,Maharashtra,19.081634,72.845616,2020-06-20 10:35:56,2020-06-20,10:35:56,10,5,6,2020,1,Minor,Car,Highway,Rain,0,0,1
ACC_004511,Pune,Maharashtra,18.531891,73.955097,2020-10-13 23:41:24,2020-10-13,23:41:24,23,1,10,2020,1,Minor,Motorcycle,City Road,Clear,1,0,1
ACC_004512,Ahmedabad,Gujarat,23.108054,72.491253,2021-01-07 03:19:01,2021-01-07,03:19:01,3,3,1,2021,1,Minor,Car,Residential,Clear,0,0,1
ACC_004513,Surat,Gujarat,21.258231,72.859291,2022-08-14 17:35:11,2022-08-14,17:35:11,17,6,8,2022,1,Minor,Truck,Rural Road,Rain,0,0,0
ACC_004514,Chennai,Tamil Nadu,13.154211,80.256516,2020-03-03 18:09:50,2020-03-03,18:09:50,18,1,3,2020,1,Minor,Car,City Road,Clear,0,0,0
ACC_004515,Jaipur,Rajasthan,26.906678,75.800084,2022-11-12 18:43:30,2022-11-12,18:43:30,18,5,11,2022,2,Serious,Bus,Highway,Fog,0,0,2
ACC_004516,Hyderabad,Telangana,17.315059,78.487456,2020-09-05 14:59:19,2020-09-05,14:59:19,14,5,9,2020,2,Serious,Auto-rickshaw,Highway,Rain,5,0,1
ACC_004517,Pune,Maharashtra,18.602686,73.947962,2020-05-24 20:07:37,2020-05-24,20:07:37,20,6,5,2020,1,Minor,Motorcycle,Residential,Clear,1,0,0
ACC_004518,Kolkata,West Bengal,22.474965,88.267727,2021-06-19 17:34:39,2021-06-19,17:34:39,17,5,6,2021,1,Minor,Bus,City Road,Night,0,0,1
ACC_004519,Kolkata,West Bengal,22.578894,88.325652,2021-05-26 07:14:26,2021-05-26,07:14:26,7,2,5,2021,2,Serious,Motorcycle,City Road,Clear,2,0,4
ACC_004520,Hyderabad,Telangana,17.355901,78.578169,2021-02-09 07:48:36,2021-02-09,07:48:36,7,1,2,2021,2,Serious,Motorcycle,City Road,Rain,3,0,4
ACC_004521,Hyderabad,Telangana,17.450776,78.394167,2021-11-24 10:45:37,2021-11-24,10:45:37,10,2,11,2021,1,Minor,Motorcycle,City Road,Clear,2,0,0
ACC_004522,Pune,Maharashtra,18.56995,73.873749,2021-03-16 05:27:20,2021-03-16,05:27:20,5,1,3,2021,1,Minor,Motorcycle,City Road,Clear,2,0,1
ACC_004523,Mumbai,Maharashtra,19.168153,72.931378,2022-08-19 00:26:07,2022-08-19,00:26:07,0,4,8,2022,2,Serious,Car,Rural Road,Fog,1,0,2
ACC_004524,Ahmedabad,Gujarat,23.005251,72.575956,2022-12-27 16:36:19,2022-12-27,16:36:19,16,1,12,2022,1,Minor,Motorcycle,Rural Road,Clear,2,1,2
ACC_004525,Kolkata,West Bengal,22.62178,88.422924,2020-11-23 13:27:40,2020-11-23,13:27:40,13,0,11,2020,1,Minor,Motorcycle,Highway,Clear,2,0,1
ACC_004526,Surat,Gujarat,21.225596,72.873092,2022-08-03 17:26:20,2022-08-03,17:26:20,17,2,8,2022,1,Minor,Car,Rural Road,Clear,0,0,0
ACC_004527,Kolkata,West Bengal,22.48955,88.297324,2022-04-05 10:53:30,2022-04-05,10:53:30,10,1,4,2022,1,Minor,Motorcycle,City Road,Rain,2,0,0
ACC_004528,Delhi,Delhi,28.721454,77.139384,2020-05-25 06:51:52,2020-05-25,06:51:52,6,0,5,2020,1,Minor,Car,City Road,Clear,1,0,0
ACC_004529,Bangalore,Karnataka,12.970426,77.524296,2021-08-12 20:43:03,2021-08-12,20:43:03,20,3,8,2021,1,Minor,Motorcycle,City Road,Clear,2,0,1
ACC_004530,Pune,Maharashtra,18.591478,73.934132,2023-09-24 10:22:00,2023-09-24,10:22:00,10,6,9,2023,2,Serious,Car,City Road,Clear,1,0,1
ACC_004531,Kolkata,West Bengal,22.591958,88.354552,2022-08-24 13:29:22,2022-08-24,13:29:22,13,2,8,2022,2,Serious,Truck,Highway,Clear,2,0,1
ACC_004532,Delhi,Delhi,28.756713,77.031124,2021-06-11 17:09:45,2021-06-11,17:09:45,17,4,6,2021,1,Minor,Car,Highway,Clear,1,0,1
ACC_004533,Chennai,Tamil Nadu,13.102449,80.281031,2020-06-10 21:23:58,2020-06-10,21:23:58,21,2,6,2020,2,Serious,Car,Highway,Fog,1,0,3
ACC_004534,Pune,Maharashtra,18.486296,73.892023,2021-06-07 19:14:52,2021-06-07,19:14:52,19,0,6,2021,1,Minor,Car,City Road,Fog,3,0,0
ACC_004535,Bangalore,Karnataka,12.874664,77.560941,2020-01-17 20:11:34,2020-01-17,20:11:34,20,4,1,2020,3,Fatal,Truck,City Road,Clear,3,1,0
ACC_004536,Hyderabad,Telangana,17.349827,78.473962,2023-01-01 15:43:13,2023-01-01,15:43:13,15,6,1,2023,1,Minor,Car,City Road,Fog,0,1,1
ACC_004537,Hyderabad,Telangana,17.382362,78.401841,2022-12-07 22:32:37,2022-12-07,22:32:37,22,2,12,2022,1,Minor,Truck,Highway,Clear,0,0,1
ACC_004538,Hyderabad,Telangana,17.454584,78.468527,2022-11-22 16:53:02,2022-11-22,16:53:02,16,1,11,2022,2,Serious,Motorcycle,Highway,Clear,3,0,3
ACC_004539,Kolkata,West Bengal,22.520595,88.407944,2020-10-22 04:09:45,2020-10-22,04:09:45,4,3,10,2020,2,Serious,Car,City Road,Clear,3,0,2
ACC_004540,Surat,Gujarat,21.200699,72.800464,2021-08-03 10:13:46,2021-08-03,10:13:46,10,1,8,2021,1,Minor,Motorcycle,City Road,Night,0,0,0
ACC_004541,Bangalore,Karnataka,12.996377,77.666315,2020-05-10 17:46:45,2020-05-10,17:46:45,17,6,5,2020,1,Minor,Car,City Road,Rain,0,0,2
ACC_004542,Kolkata,West Bengal,22.613158,88.415088,2021-03-05 11:34:50,2021-03-05,11:34:50,11,4,3,2021,2,Serious,Motorcycle,Highway,Clear,2,0,3
ACC_004543,Pune,Maharashtra,18.542459,73.778947,2020-07-01 10:00:03,2020-07-01,10:00:03,10,2,7,2020,2,Serious,Bus,City Road,Clear,3,0,3
ACC_004544,Kolkata,West Bengal,22.47814,88.401743,2022-08-05 14:41:55,2022-08-05,14:41:55,14,4,8,2022,1,Minor,Truck,Highway,Fog,0,0,1
ACC_004545,Hyderabad,Telangana,17.412499,78.430178,2023-10-23 23:09:54,2023-10-23,23:09:54,23,0,10,2023,2,Serious,Auto-rickshaw,Highway,Clear,4,0,0
ACC_004546,Ahmedabad,Gujarat,23.072761,72.562518,2023-06-06 17:18:39,2023-06-06,17:18:39,17,1,6,2023,1,Minor,Bus,City Road,Clear,1,0,0
ACC_004547,Ahmedabad,Gujarat,23.078005,72.517565,2023-02-19 10:36:54,2023-02-19,10:36:54,10,6,2,2023,2,Serious,Truck,City Road,Clear,3,0,3
ACC_004548,Chennai,Tamil Nadu,13.037573,80.254213,2021-09-07 01:27:35,2021-09-07,01:27:35,1,1,9,2021,1,Minor,Car,Highway,Clear,1,0,0
ACC_004549,Jaipur,Rajasthan,26.914785,75.774123,2020-10-03 03:05:04,2020-10-03,03:05:04,3,5,10,2020,1,Minor,Car,Highway,Night,0,0,2
ACC_004550,Kolkata,West Bengal,22.514268,88.290199,2021-10-27 18:30:17,2021-10-27,18:30:17,18,2,10,2021,1,Minor,Car,Highway,Clear,2,0,0
ACC_004551,Surat,Gujarat,21.231896,72.839452,2021-01-20 17:17:38,2021-01-20,17:17:38,17,2,1,2021,3,Fatal,Motorcycle,Residential,Clear,2,1,3
ACC_004552,Hyderabad,Telangana,17.298841,78.545482,2022-03-23 12:05:12,2022-03-23,12:05:12,12,2,3,2022,2,Serious,Car,Highway,Night,0,0,2
ACC_004553,Ahmedabad,Gujarat,22.998709,72.66827,2020-05-19 11:29:21,2020-05-19,11:29:21,11,1,5,2020,1,Minor,Motorcycle,Rural Road,Clear,0,0,0
ACC_004554,Bangalore,Karnataka,12.977862,77.677955,2023-05-02 08:37:39,2023-05-02,08:37:39,8,1,5,2023,2,Serious,Truck,Highway,Rain,3,0,3
ACC_004555,Hyderabad,Telangana,17.380591,78.523505,2021-08-27 09:52:00,2021-08-27,09:52:00,9,4,8,2021,2,Serious,Motorcycle,City Road,Clear,2,0,4
ACC_004556,Chennai,Tamil Nadu,13.055479,80.17369,2020-01-27 10:02:28,2020-01-27,10:02:28,10,0,1,2020,1,Minor,Truck,City Road,Clear,0,0,1
ACC_004557,Chennai,Tamil Nadu,13.119734,80.201312,2020-05-09 07:43:11,2020-05-09,07:43:11,7,5,5,2020,2,Serious,Motorcycle,Residential,Clear,2,0,1
ACC_004558,Bangalore,Karnataka,13.010312,77.577165,2023-09-22 09:45:15,2023-09-22,09:45:15,9,4,9,2023,1,Minor,Truck,City Road,Rain,1,0,1
ACC_004559,Surat,Gujarat,21.203723,72.912355,2022-12-29 20:25:38,2022-12-29,20:25:38,20,3,12,2022,1,Minor,Motorcycle,City Road,Clear,0,0,0
